Age,Overall,Potential,Value,Wage,International Reputation,Skill Moves,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Right_Foot,Major_Nation,Low,Medium,DF,DM,GK,MF,ST,Normal,Stocky
25,71,72,2900000.0,8000.0,2.0,3.0,73.0,71.0,54.0,73.0,63.0,72.0,80.0,70.0,70.0,72.0,84.0,80.0,71.0,64.0,69.0,71.0,72.0,63.0,67.0,71.0,46.0,48.0,73.0,66.0,71.0,64.0,49.0,34.0,32.0,10.0,11.0,14.0,7.0,15.0,0,1,0,0,0,0,0,0,1,0,0
21,71,79,3500000.0,1000.0,1.0,3.0,67.0,70.0,44.0,68.0,49.0,75.0,71.0,61.0,62.0,71.0,77.0,70.0,77.0,65.0,85.0,58.0,68.0,64.0,41.0,63.0,49.0,32.0,69.0,70.0,59.0,64.0,22.0,20.0,17.0,8.0,13.0,16.0,9.0,10.0,1,1,0,1,0,0,0,1,0,1,0
25,71,76,3100000.0,4000.0,1.0,3.0,67.0,67.0,53.0,75.0,68.0,68.0,67.0,68.0,68.0,72.0,68.0,57.0,71.0,68.0,73.0,68.0,67.0,79.0,76.0,71.0,65.0,67.0,54.0,69.0,69.0,65.0,57.0,65.0,64.0,9.0,8.0,8.0,14.0,6.0,1,1,0,1,0,0,0,1,0,0,1
32,71,71,1400000.0,14000.0,2.0,2.0,33.0,28.0,71.0,52.0,28.0,50.0,34.0,36.0,58.0,56.0,53.0,60.0,51.0,57.0,43.0,72.0,81.0,64.0,83.0,60.0,82.0,68.0,30.0,38.0,44.0,52.0,69.0,74.0,64.0,9.0,7.0,9.0,15.0,8.0,1,0,0,1,1,0,0,0,0,1,0
27,71,71,2500000.0,14000.0,1.0,3.0,70.0,64.0,64.0,71.0,59.0,72.0,70.0,65.0,67.0,71.0,71.0,67.0,74.0,72.0,72.0,65.0,67.0,75.0,73.0,66.0,73.0,59.0,64.0,67.0,60.0,73.0,58.0,67.0,64.0,7.0,6.0,6.0,11.0,15.0,1,1,0,1,0,0,0,1,0,1,0
36,71,71,325000.0,16000.0,2.0,3.0,65.0,60.0,74.0,62.0,58.0,64.0,75.0,78.0,71.0,63.0,46.0,38.0,66.0,63.0,61.0,81.0,88.0,64.0,88.0,76.0,88.0,63.0,50.0,56.0,73.0,78.0,61.0,71.0,65.0,15.0,13.0,16.0,9.0,15.0,1,1,0,1,1,0,0,0,0,1,0
27,71,73,2300000.0,13000.0,1.0,2.0,44.0,41.0,73.0,50.0,36.0,50.0,36.0,35.0,48.0,50.0,64.0,71.0,67.0,62.0,50.0,61.0,73.0,70.0,76.0,32.0,72.0,64.0,36.0,48.0,48.0,64.0,73.0,71.0,78.0,15.0,14.0,7.0,15.0,11.0,1,1,1,0,1,0,0,0,0,1,0
28,71,73,2200000.0,6000.0,1.0,2.0,24.0,38.0,75.0,62.0,55.0,29.0,28.0,60.0,53.0,61.0,38.0,38.0,49.0,64.0,60.0,73.0,72.0,71.0,84.0,53.0,75.0,66.0,26.0,36.0,44.0,62.0,67.0,68.0,73.0,8.0,16.0,9.0,15.0,8.0,1,0,0,1,1,0,0,0,0,1,0
22,71,80,3700000.0,17000.0,1.0,3.0,40.0,73.0,71.0,65.0,58.0,70.0,42.0,31.0,37.0,68.0,64.0,72.0,61.0,68.0,65.0,73.0,69.0,74.0,80.0,57.0,60.0,28.0,72.0,65.0,60.0,63.0,32.0,29.0,20.0,13.0,11.0,12.0,13.0,13.0,1,1,0,0,0,0,0,0,1,0,0
21,71,83,4200000.0,33000.0,1.0,3.0,53.0,59.0,45.0,74.0,52.0,73.0,54.0,49.0,68.0,73.0,75.0,74.0,72.0,65.0,73.0,62.0,57.0,68.0,68.0,59.0,45.0,46.0,68.0,67.0,42.0,62.0,60.0,64.0,44.0,6.0,13.0,12.0,9.0,10.0,1,1,0,1,0,0,0,0,0,0,0
30,71,71,1800000.0,10000.0,1.0,2.0,51.0,40.0,70.0,65.0,38.0,52.0,68.0,70.0,63.0,61.0,55.0,54.0,63.0,60.0,57.0,68.0,77.0,89.0,77.0,69.0,77.0,71.0,25.0,59.0,57.0,64.0,71.0,71.0,67.0,7.0,15.0,13.0,8.0,12.0,1,1,0,1,1,0,0,0,0,1,0
19,71,82,3400000.0,27000.0,1.0,3.0,74.0,51.0,57.0,72.0,39.0,71.0,66.0,48.0,66.0,74.0,82.0,85.0,74.0,69.0,78.0,57.0,71.0,88.0,60.0,48.0,70.0,63.0,67.0,71.0,47.0,64.0,65.0,63.0,64.0,13.0,7.0,9.0,10.0,11.0,0,1,0,0,0,0,0,1,0,0,0
36,71,71,270000.0,7000.0,1.0,3.0,55.0,33.0,58.0,69.0,56.0,76.0,53.0,47.0,66.0,76.0,72.0,59.0,71.0,68.0,66.0,65.0,75.0,70.0,65.0,48.0,68.0,66.0,40.0,59.0,61.0,68.0,78.0,81.0,78.0,16.0,16.0,16.0,8.0,8.0,1,1,0,1,1,0,0,0,0,1,0
30,71,71,1800000.0,12000.0,1.0,2.0,38.0,51.0,72.0,62.0,49.0,52.0,36.0,40.0,63.0,56.0,46.0,52.0,37.0,72.0,50.0,67.0,41.0,80.0,85.0,57.0,80.0,75.0,53.0,54.0,54.0,76.0,75.0,74.0,70.0,15.0,14.0,12.0,15.0,11.0,1,1,0,1,0,1,0,0,0,1,0
30,71,71,1800000.0,5000.0,1.0,2.0,42.0,19.0,72.0,67.0,18.0,22.0,29.0,44.0,54.0,52.0,61.0,66.0,41.0,67.0,33.0,44.0,47.0,69.0,81.0,19.0,52.0,73.0,24.0,49.0,53.0,70.0,70.0,76.0,69.0,12.0,13.0,15.0,12.0,7.0,1,0,0,1,1,0,0,0,0,1,0
34,71,71,1200000.0,4000.0,2.0,3.0,58.0,71.0,72.0,67.0,66.0,64.0,64.0,57.0,58.0,66.0,59.0,71.0,61.0,73.0,71.0,72.0,74.0,67.0,77.0,71.0,82.0,28.0,71.0,72.0,65.0,72.0,38.0,44.0,33.0,6.0,9.0,8.0,11.0,11.0,1,0,0,0,0,0,0,0,1,1,0
27,71,71,2000000.0,18000.0,1.0,3.0,77.0,36.0,59.0,74.0,60.0,75.0,80.0,69.0,70.0,73.0,74.0,67.0,73.0,70.0,76.0,69.0,66.0,75.0,67.0,67.0,78.0,63.0,58.0,64.0,66.0,71.0,70.0,67.0,71.0,10.0,10.0,9.0,10.0,10.0,0,1,0,1,1,0,0,0,0,1,0
24,71,78,2800000.0,22000.0,1.0,2.0,39.0,29.0,75.0,64.0,29.0,57.0,37.0,39.0,68.0,59.0,34.0,38.0,36.0,69.0,31.0,68.0,65.0,34.0,90.0,24.0,76.0,65.0,37.0,48.0,41.0,54.0,64.0,73.0,69.0,13.0,10.0,8.0,15.0,11.0,0,1,0,1,1,0,0,0,0,0,0
34,71,71,725000.0,13000.0,1.0,2.0,41.0,28.0,75.0,64.0,28.0,39.0,34.0,40.0,60.0,55.0,32.0,31.0,31.0,62.0,31.0,64.0,34.0,56.0,93.0,28.0,75.0,66.0,31.0,55.0,42.0,63.0,68.0,72.0,70.0,13.0,14.0,8.0,7.0,12.0,1,1,1,0,1,0,0,0,0,1,0
29,71,71,1800000.0,3000.0,1.0,2.0,76.0,24.0,53.0,72.0,19.0,57.0,35.0,26.0,56.0,58.0,74.0,76.0,73.0,65.0,75.0,57.0,74.0,92.0,61.0,19.0,80.0,62.0,48.0,57.0,31.0,60.0,60.0,70.0,73.0,14.0,11.0,11.0,10.0,16.0,1,1,0,1,1,0,0,0,0,1,0
27,71,71,2000000.0,13000.0,1.0,3.0,65.0,66.0,68.0,66.0,66.0,70.0,63.0,52.0,66.0,70.0,77.0,78.0,69.0,71.0,75.0,65.0,80.0,83.0,78.0,57.0,81.0,64.0,69.0,60.0,54.0,71.0,65.0,68.0,67.0,6.0,12.0,12.0,8.0,8.0,0,1,0,0,1,0,0,0,0,1,0
26,71,71,2500000.0,11000.0,1.0,3.0,71.0,69.0,48.0,74.0,66.0,68.0,79.0,75.0,65.0,74.0,50.0,63.0,75.0,66.0,73.0,71.0,79.0,69.0,56.0,75.0,63.0,21.0,75.0,69.0,59.0,77.0,18.0,25.0,21.0,10.0,9.0,12.0,8.0,8.0,1,1,0,1,0,0,0,0,0,1,0
30,71,71,1800000.0,9000.0,1.0,2.0,39.0,42.0,69.0,68.0,49.0,52.0,37.0,32.0,66.0,62.0,65.0,68.0,58.0,67.0,65.0,70.0,72.0,82.0,80.0,53.0,88.0,66.0,51.0,46.0,46.0,67.0,73.0,75.0,71.0,13.0,12.0,14.0,16.0,14.0,1,1,0,1,0,1,0,0,0,1,0
31,71,71,1400000.0,4000.0,1.0,1.0,9.0,10.0,12.0,24.0,13.0,11.0,14.0,13.0,32.0,24.0,41.0,34.0,38.0,68.0,35.0,16.0,66.0,39.0,77.0,19.0,44.0,22.0,13.0,45.0,13.0,65.0,22.0,11.0,10.0,68.0,69.0,71.0,69.0,73.0,1,1,0,1,0,0,1,0,0,1,0
34,71,71,1200000.0,17000.0,1.0,3.0,74.0,64.0,30.0,74.0,70.0,67.0,78.0,72.0,75.0,75.0,51.0,53.0,68.0,71.0,60.0,79.0,50.0,72.0,76.0,76.0,40.0,45.0,66.0,75.0,75.0,78.0,34.0,35.0,30.0,12.0,10.0,13.0,7.0,9.0,1,1,0,1,0,0,0,0,0,0,1
29,71,72,1800000.0,4000.0,1.0,1.0,13.0,14.0,16.0,24.0,15.0,14.0,11.0,18.0,27.0,12.0,48.0,45.0,54.0,66.0,58.0,26.0,67.0,35.0,60.0,19.0,24.0,18.0,11.0,31.0,24.0,56.0,12.0,19.0,12.0,73.0,67.0,62.0,70.0,76.0,1,0,0,1,0,0,1,0,0,1,0
22,71,77,0.0,0.0,1.0,3.0,50.0,78.0,69.0,56.0,46.0,76.0,58.0,58.0,33.0,71.0,82.0,79.0,78.0,73.0,64.0,72.0,69.0,77.0,69.0,54.0,28.0,16.0,62.0,45.0,82.0,51.0,11.0,18.0,12.0,11.0,8.0,10.0,7.0,6.0,1,0,0,0,0,0,0,0,1,1,0
28,71,71,1700000.0,6000.0,1.0,1.0,11.0,14.0,13.0,23.0,11.0,11.0,15.0,11.0,22.0,20.0,48.0,43.0,42.0,65.0,31.0,17.0,63.0,32.0,65.0,15.0,32.0,18.0,14.0,18.0,17.0,36.0,18.0,14.0,14.0,71.0,69.0,68.0,71.0,70.0,1,1,0,1,0,0,1,0,0,1,0
22,71,77,2800000.0,5000.0,1.0,2.0,52.0,28.0,65.0,64.0,33.0,53.0,43.0,38.0,64.0,60.0,57.0,54.0,57.0,70.0,56.0,49.0,74.0,64.0,76.0,31.0,64.0,75.0,41.0,44.0,46.0,63.0,70.0,72.0,70.0,13.0,15.0,9.0,11.0,11.0,1,1,0,1,1,0,0,0,0,0,0
23,71,76,3200000.0,6000.0,1.0,3.0,65.0,67.0,40.0,71.0,58.0,73.0,63.0,67.0,67.0,71.0,68.0,67.0,78.0,60.0,83.0,68.0,31.0,70.0,56.0,66.0,44.0,54.0,67.0,72.0,52.0,58.0,31.0,35.0,20.0,13.0,12.0,16.0,11.0,7.0,0,1,0,1,0,0,0,0,0,1,0
24,71,77,2400000.0,4000.0,1.0,1.0,12.0,13.0,20.0,22.0,19.0,20.0,19.0,13.0,18.0,24.0,28.0,32.0,48.0,70.0,34.0,19.0,62.0,30.0,52.0,18.0,25.0,20.0,10.0,48.0,18.0,37.0,14.0,18.0,13.0,72.0,68.0,63.0,70.0,74.0,1,1,0,1,0,0,1,0,0,1,0
19,71,82,4000000.0,10000.0,1.0,4.0,62.0,61.0,56.0,67.0,60.0,78.0,71.0,64.0,63.0,75.0,84.0,81.0,79.0,64.0,74.0,68.0,73.0,67.0,52.0,63.0,54.0,38.0,69.0,66.0,66.0,68.0,23.0,33.0,35.0,13.0,10.0,13.0,6.0,8.0,0,1,0,1,0,0,0,0,0,0,0
30,71,71,2200000.0,8000.0,1.0,3.0,65.0,60.0,56.0,72.0,62.0,70.0,63.0,43.0,70.0,70.0,67.0,64.0,69.0,77.0,73.0,68.0,74.0,75.0,69.0,66.0,74.0,75.0,62.0,67.0,54.0,67.0,69.0,72.0,68.0,16.0,9.0,7.0,12.0,9.0,1,1,0,1,0,0,0,1,0,1,0
34,71,71,725000.0,9000.0,1.0,3.0,63.0,45.0,64.0,81.0,58.0,66.0,62.0,59.0,74.0,70.0,52.0,49.0,64.0,71.0,65.0,70.0,66.0,69.0,74.0,58.0,76.0,64.0,62.0,74.0,64.0,73.0,60.0,65.0,64.0,10.0,9.0,8.0,11.0,9.0,1,1,0,1,0,1,0,0,0,1,0
19,71,83,3600000.0,4000.0,1.0,2.0,46.0,20.0,70.0,67.0,35.0,44.0,44.0,50.0,65.0,60.0,64.0,68.0,55.0,60.0,57.0,29.0,75.0,65.0,79.0,24.0,63.0,67.0,22.0,56.0,48.0,59.0,73.0,75.0,69.0,14.0,14.0,8.0,7.0,11.0,0,1,0,1,1,0,0,0,0,1,0
20,71,80,3700000.0,11000.0,1.0,3.0,68.0,68.0,56.0,70.0,70.0,75.0,61.0,40.0,63.0,74.0,72.0,75.0,72.0,63.0,68.0,75.0,68.0,75.0,75.0,66.0,64.0,41.0,67.0,68.0,48.0,72.0,49.0,57.0,56.0,5.0,11.0,6.0,6.0,7.0,1,0,0,0,0,0,0,0,1,1,0
22,71,76,2700000.0,5000.0,1.0,3.0,51.0,49.0,59.0,71.0,40.0,72.0,45.0,59.0,68.0,73.0,65.0,72.0,77.0,70.0,67.0,59.0,62.0,83.0,67.0,37.0,71.0,67.0,60.0,57.0,57.0,68.0,65.0,71.0,67.0,6.0,6.0,10.0,13.0,5.0,1,1,0,1,0,1,0,0,0,1,0
31,71,71,2100000.0,7000.0,1.0,3.0,73.0,67.0,58.0,64.0,74.0,74.0,70.0,69.0,58.0,72.0,77.0,74.0,73.0,73.0,70.0,72.0,68.0,57.0,72.0,73.0,61.0,43.0,75.0,69.0,72.0,63.0,27.0,39.0,35.0,10.0,12.0,11.0,11.0,16.0,1,1,0,0,0,0,0,1,0,1,0
24,71,74,2500000.0,7000.0,1.0,3.0,56.0,44.0,45.0,71.0,61.0,66.0,52.0,53.0,67.0,67.0,69.0,67.0,61.0,67.0,62.0,55.0,80.0,82.0,64.0,37.0,69.0,72.0,41.0,59.0,45.0,58.0,69.0,69.0,73.0,8.0,13.0,12.0,7.0,13.0,1,1,0,1,0,1,0,0,0,0,0
24,71,75,2600000.0,8000.0,1.0,3.0,61.0,20.0,58.0,57.0,26.0,65.0,31.0,32.0,50.0,66.0,79.0,79.0,72.0,69.0,63.0,32.0,70.0,80.0,73.0,26.0,84.0,70.0,37.0,42.0,35.0,56.0,70.0,75.0,73.0,12.0,14.0,10.0,14.0,6.0,1,1,0,1,1,0,0,0,0,1,0
33,71,71,1500000.0,10000.0,1.0,2.0,50.0,73.0,75.0,60.0,67.0,62.0,44.0,48.0,54.0,68.0,59.0,62.0,56.0,68.0,51.0,70.0,76.0,66.0,86.0,61.0,82.0,27.0,73.0,58.0,73.0,75.0,30.0,21.0,22.0,13.0,10.0,6.0,8.0,8.0,1,1,0,1,0,0,0,0,1,1,0
32,71,71,1400000.0,23000.0,1.0,2.0,59.0,45.0,70.0,63.0,52.0,50.0,38.0,32.0,57.0,56.0,65.0,53.0,74.0,63.0,70.0,67.0,83.0,76.0,77.0,57.0,75.0,66.0,42.0,54.0,61.0,73.0,69.0,75.0,74.0,9.0,15.0,7.0,8.0,12.0,1,0,0,1,1,0,0,0,0,1,0
30,71,71,1700000.0,7000.0,1.0,3.0,71.0,46.0,61.0,72.0,45.0,72.0,64.0,47.0,62.0,69.0,72.0,73.0,71.0,70.0,74.0,62.0,71.0,68.0,75.0,53.0,67.0,68.0,59.0,59.0,48.0,64.0,62.0,71.0,73.0,6.0,7.0,15.0,14.0,11.0,0,1,0,0,1,0,0,0,0,1,0
30,71,71,1800000.0,7000.0,1.0,2.0,49.0,34.0,66.0,76.0,33.0,46.0,43.0,40.0,71.0,66.0,57.0,40.0,62.0,59.0,48.0,52.0,50.0,67.0,72.0,44.0,76.0,74.0,39.0,65.0,44.0,62.0,66.0,74.0,68.0,11.0,10.0,16.0,8.0,12.0,1,1,1,0,0,0,0,1,0,1,0
28,71,71,1900000.0,8000.0,1.0,3.0,68.0,49.0,55.0,70.0,56.0,71.0,53.0,36.0,58.0,70.0,75.0,79.0,73.0,70.0,65.0,67.0,61.0,81.0,72.0,65.0,68.0,67.0,64.0,60.0,47.0,67.0,65.0,72.0,68.0,13.0,15.0,10.0,15.0,10.0,1,1,0,1,1,0,0,0,0,1,0
34,71,71,725000.0,7000.0,1.0,2.0,64.0,50.0,66.0,68.0,53.0,62.0,56.0,48.0,69.0,66.0,65.0,65.0,72.0,69.0,69.0,68.0,86.0,67.0,72.0,55.0,68.0,69.0,57.0,62.0,63.0,72.0,73.0,72.0,68.0,6.0,11.0,10.0,6.0,14.0,1,1,1,0,1,0,0,0,0,1,0
26,71,71,2500000.0,18000.0,1.0,3.0,58.0,70.0,54.0,68.0,59.0,64.0,62.0,41.0,65.0,73.0,62.0,71.0,72.0,75.0,78.0,58.0,44.0,52.0,54.0,68.0,60.0,65.0,74.0,71.0,55.0,76.0,34.0,52.0,46.0,12.0,12.0,16.0,7.0,8.0,1,1,0,1,0,0,0,0,0,1,0
26,71,73,2400000.0,25000.0,1.0,2.0,43.0,25.0,73.0,59.0,22.0,47.0,48.0,46.0,60.0,53.0,42.0,44.0,31.0,65.0,26.0,53.0,55.0,63.0,89.0,29.0,72.0,67.0,37.0,49.0,48.0,62.0,72.0,69.0,69.0,15.0,13.0,7.0,8.0,10.0,0,1,1,0,1,0,0,0,0,0,0
27,71,72,2200000.0,11000.0,1.0,3.0,67.0,63.0,69.0,71.0,64.0,66.0,65.0,60.0,76.0,72.0,68.0,73.0,65.0,69.0,68.0,68.0,66.0,84.0,84.0,69.0,70.0,63.0,62.0,73.0,65.0,69.0,67.0,63.0,65.0,15.0,10.0,16.0,13.0,6.0,0,1,0,1,0,1,0,0,0,0,1
21,71,80,3200000.0,16000.0,1.0,3.0,68.0,33.0,64.0,66.0,44.0,72.0,45.0,37.0,53.0,69.0,85.0,79.0,67.0,66.0,75.0,49.0,73.0,71.0,77.0,48.0,65.0,72.0,60.0,52.0,49.0,62.0,65.0,73.0,69.0,7.0,14.0,10.0,10.0,9.0,1,0,0,0,1,0,0,0,0,1,0
27,71,73,2300000.0,9000.0,1.0,2.0,43.0,30.0,77.0,64.0,30.0,47.0,27.0,41.0,57.0,61.0,52.0,50.0,38.0,66.0,45.0,52.0,67.0,56.0,92.0,33.0,66.0,67.0,38.0,44.0,45.0,55.0,72.0,68.0,65.0,10.0,16.0,14.0,7.0,12.0,1,0,0,0,1,0,0,0,0,0,1
22,71,79,3500000.0,13000.0,1.0,3.0,54.0,71.0,69.0,66.0,64.0,74.0,56.0,67.0,47.0,75.0,71.0,74.0,68.0,60.0,66.0,72.0,73.0,57.0,77.0,56.0,70.0,29.0,71.0,59.0,56.0,64.0,37.0,29.0,34.0,11.0,8.0,12.0,12.0,8.0,1,1,0,1,0,0,0,0,1,1,0
23,71,75,2600000.0,4000.0,1.0,3.0,75.0,36.0,55.0,68.0,41.0,67.0,76.0,73.0,66.0,71.0,77.0,76.0,71.0,68.0,64.0,65.0,62.0,75.0,65.0,46.0,64.0,65.0,56.0,58.0,39.0,65.0,65.0,72.0,67.0,10.0,9.0,11.0,7.0,15.0,0,0,0,0,1,0,0,0,0,1,0
28,71,71,1900000.0,22000.0,1.0,3.0,72.0,52.0,60.0,70.0,58.0,72.0,60.0,52.0,65.0,71.0,83.0,82.0,81.0,60.0,83.0,65.0,74.0,69.0,57.0,57.0,70.0,66.0,63.0,41.0,60.0,55.0,69.0,70.0,74.0,16.0,11.0,7.0,8.0,9.0,1,1,0,1,1,0,0,0,0,0,0
24,71,74,3000000.0,9000.0,1.0,3.0,71.0,64.0,46.0,68.0,53.0,71.0,67.0,60.0,66.0,70.0,77.0,78.0,74.0,68.0,73.0,64.0,68.0,78.0,61.0,67.0,56.0,40.0,64.0,70.0,62.0,64.0,45.0,47.0,43.0,12.0,14.0,14.0,11.0,6.0,1,1,0,1,0,0,0,1,0,1,0
25,71,75,3000000.0,8000.0,1.0,3.0,68.0,51.0,53.0,73.0,43.0,70.0,65.0,64.0,70.0,73.0,72.0,71.0,78.0,73.0,75.0,65.0,61.0,78.0,53.0,56.0,75.0,63.0,67.0,73.0,64.0,68.0,60.0,62.0,54.0,7.0,11.0,14.0,10.0,7.0,1,1,0,1,0,0,0,1,0,1,0
27,71,71,2500000.0,6000.0,1.0,3.0,61.0,71.0,52.0,68.0,54.0,69.0,49.0,55.0,61.0,68.0,72.0,77.0,78.0,72.0,74.0,64.0,59.0,71.0,69.0,65.0,37.0,34.0,76.0,69.0,71.0,61.0,31.0,24.0,23.0,7.0,9.0,15.0,8.0,12.0,1,1,0,0,0,0,0,0,0,0,0
32,71,71,1400000.0,5000.0,1.0,1.0,13.0,6.0,23.0,41.0,13.0,12.0,23.0,12.0,39.0,34.0,34.0,30.0,48.0,66.0,41.0,25.0,75.0,38.0,74.0,13.0,40.0,26.0,16.0,31.0,25.0,52.0,12.0,7.0,9.0,73.0,70.0,60.0,71.0,69.0,1,0,0,1,0,0,1,0,0,0,0
19,71,84,4400000.0,7000.0,1.0,3.0,58.0,66.0,56.0,64.0,56.0,75.0,47.0,42.0,47.0,71.0,93.0,92.0,87.0,64.0,83.0,68.0,90.0,75.0,49.0,63.0,36.0,48.0,66.0,65.0,59.0,72.0,55.0,32.0,50.0,10.0,8.0,11.0,11.0,12.0,1,0,0,0,0,0,0,1,0,0,0
27,71,72,2200000.0,11000.0,1.0,3.0,67.0,59.0,48.0,72.0,59.0,63.0,54.0,62.0,73.0,70.0,69.0,69.0,66.0,64.0,74.0,66.0,30.0,88.0,54.0,63.0,57.0,73.0,59.0,70.0,63.0,63.0,65.0,70.0,63.0,11.0,15.0,6.0,14.0,7.0,0,1,0,1,0,1,0,0,0,0,0
30,71,71,1800000.0,9000.0,2.0,2.0,74.0,53.0,62.0,67.0,63.0,57.0,81.0,75.0,70.0,69.0,68.0,67.0,57.0,67.0,71.0,77.0,76.0,70.0,78.0,73.0,85.0,70.0,43.0,49.0,64.0,66.0,73.0,67.0,67.0,12.0,14.0,6.0,14.0,9.0,0,0,0,1,1,0,0,0,0,1,0
24,71,78,3400000.0,3000.0,1.0,3.0,55.0,71.0,65.0,64.0,66.0,68.0,55.0,62.0,57.0,68.0,72.0,77.0,71.0,65.0,51.0,71.0,68.0,77.0,79.0,64.0,75.0,54.0,72.0,56.0,66.0,74.0,29.0,36.0,39.0,15.0,14.0,10.0,9.0,13.0,1,1,0,0,0,0,0,0,1,1,0
24,71,77,2400000.0,4000.0,1.0,1.0,11.0,20.0,14.0,23.0,15.0,18.0,17.0,17.0,27.0,19.0,35.0,38.0,44.0,62.0,43.0,20.0,60.0,40.0,72.0,17.0,17.0,21.0,15.0,51.0,21.0,53.0,19.0,19.0,17.0,72.0,71.0,67.0,72.0,71.0,1,0,0,1,0,0,1,0,0,1,0
34,71,71,1200000.0,15000.0,1.0,3.0,40.0,71.0,61.0,61.0,75.0,73.0,76.0,64.0,43.0,75.0,86.0,85.0,93.0,78.0,88.0,62.0,64.0,70.0,32.0,63.0,42.0,26.0,77.0,65.0,59.0,79.0,30.0,25.0,29.0,12.0,9.0,11.0,12.0,8.0,0,1,0,0,0,0,0,0,1,0,0
27,71,71,2500000.0,18000.0,1.0,3.0,75.0,66.0,63.0,67.0,57.0,71.0,73.0,77.0,72.0,72.0,75.0,74.0,71.0,64.0,67.0,74.0,63.0,64.0,62.0,73.0,48.0,57.0,67.0,71.0,72.0,66.0,62.0,64.0,62.0,9.0,10.0,7.0,6.0,9.0,1,1,0,1,0,0,0,1,0,1,0
26,71,72,2800000.0,30000.0,1.0,3.0,66.0,65.0,53.0,63.0,51.0,77.0,59.0,49.0,57.0,72.0,85.0,85.0,72.0,67.0,70.0,67.0,62.0,74.0,71.0,65.0,40.0,46.0,65.0,65.0,48.0,61.0,21.0,30.0,24.0,16.0,15.0,10.0,12.0,11.0,1,1,0,0,0,0,0,0,0,0,1
27,71,71,2000000.0,6000.0,1.0,3.0,79.0,44.0,59.0,70.0,40.0,67.0,64.0,62.0,66.0,71.0,73.0,77.0,77.0,57.0,67.0,79.0,73.0,89.0,58.0,61.0,68.0,69.0,61.0,53.0,55.0,64.0,51.0,74.0,69.0,16.0,9.0,16.0,14.0,12.0,0,1,0,0,1,0,0,0,0,0,0
22,71,77,3200000.0,11000.0,1.0,3.0,65.0,69.0,28.0,69.0,68.0,78.0,79.0,67.0,53.0,75.0,91.0,84.0,88.0,67.0,92.0,79.0,64.0,34.0,32.0,74.0,50.0,16.0,69.0,55.0,57.0,55.0,18.0,17.0,20.0,11.0,6.0,16.0,12.0,16.0,1,1,0,1,0,0,0,1,0,0,1
32,71,71,1900000.0,6000.0,1.0,3.0,60.0,76.0,72.0,68.0,68.0,63.0,56.0,64.0,60.0,67.0,53.0,62.0,64.0,58.0,59.0,74.0,85.0,75.0,80.0,68.0,62.0,39.0,73.0,56.0,69.0,66.0,37.0,18.0,12.0,12.0,10.0,16.0,10.0,13.0,1,1,0,1,0,0,0,0,1,1,0
22,71,75,2600000.0,19000.0,1.0,3.0,72.0,61.0,54.0,70.0,54.0,70.0,64.0,47.0,60.0,69.0,66.0,69.0,63.0,70.0,69.0,60.0,51.0,69.0,66.0,56.0,83.0,70.0,66.0,59.0,47.0,66.0,71.0,74.0,71.0,9.0,8.0,9.0,6.0,6.0,1,0,0,1,1,0,0,0,0,0,0
30,71,71,2200000.0,6000.0,2.0,3.0,71.0,65.0,74.0,72.0,67.0,73.0,59.0,63.0,60.0,72.0,72.0,77.0,74.0,71.0,72.0,71.0,75.0,64.0,66.0,62.0,62.0,54.0,70.0,67.0,61.0,69.0,39.0,37.0,36.0,9.0,8.0,16.0,12.0,13.0,1,1,0,1,0,0,0,0,1,1,0
22,71,79,3500000.0,16000.0,1.0,3.0,65.0,70.0,68.0,67.0,67.0,69.0,59.0,46.0,49.0,71.0,84.0,75.0,76.0,66.0,79.0,76.0,78.0,75.0,65.0,66.0,45.0,23.0,71.0,54.0,67.0,59.0,52.0,21.0,18.0,8.0,6.0,11.0,8.0,8.0,1,1,0,0,0,0,0,0,1,1,0
30,71,71,2300000.0,11000.0,1.0,2.0,40.0,73.0,78.0,54.0,70.0,62.0,41.0,45.0,32.0,65.0,61.0,66.0,46.0,68.0,43.0,74.0,61.0,71.0,90.0,65.0,79.0,24.0,73.0,62.0,71.0,72.0,39.0,32.0,24.0,7.0,11.0,7.0,7.0,13.0,1,1,0,0,0,0,0,0,1,1,0
26,71,73,2800000.0,18000.0,1.0,3.0,54.0,66.0,59.0,72.0,56.0,73.0,63.0,68.0,75.0,73.0,75.0,75.0,76.0,69.0,61.0,78.0,73.0,78.0,72.0,66.0,56.0,51.0,68.0,73.0,71.0,74.0,62.0,54.0,47.0,8.0,14.0,15.0,14.0,9.0,0,1,0,0,0,0,0,1,0,1,0
30,71,71,1700000.0,17000.0,2.0,3.0,70.0,55.0,60.0,66.0,65.0,68.0,66.0,53.0,65.0,70.0,77.0,82.0,72.0,71.0,64.0,75.0,73.0,77.0,72.0,64.0,74.0,63.0,66.0,66.0,49.0,72.0,71.0,72.0,69.0,11.0,9.0,7.0,9.0,12.0,0,1,0,0,1,0,0,0,0,1,0
